processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBGC11793-13	JX049144	3636814	AUTK97		Mined from GenBank, NCBI		BOLD:AAY1577	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	190993	Geoclemys	190994	Geoclemys hamiltonii					GRAY 1831					S. Kundu															26.38	92.48							India													
GBGC1314-06	DQ256379	498879			Mined from GenBank, NCBI		BOLD:AAX0380	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	80801	Kinosternon flavescens					AGASSIZ 1857																																									
GBGC15309-19	MH700863	10865573	GGNPR094		Mined from GenBank, NCBI		BOLD:AAX1351	18	Chordata	76	Reptilia	384	Testudines	1110	Pelomedusidae			171538	Pelusios	253644	Pelusios castaneus					SCHWEIGGER 1812																				9.61029	8.14771	Coordinates from country centroid						Nigeria													
GBGC16133-19	KY776440	10866397		KY776440	Mined from GenBank, NCBI		BOLD:AAC7648	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171559	Elseya	969309	Elseya schultzei																																														
GBGC19784-19	NC_041292	10870048		NC_041292	Mined from GenBank, NCBI		BOLD:AEB2938	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171555	Chelodina	969307	Chelodina steindachneri																																														
GBGC3677-07	EF011466	649822	EF011466		Mined from GenBank, NCBI		BOLD:AAB3006	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28764	Cuora aurocapitata					LUO & ZONG 1988																																									
GBGC7073-09	DQ486893	1022701	DQ486893		Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea					ESCHSCHOLTZ 1829																																									
GBGCR1026-18	KP268842	8768792	T32	KP268842	Mined from GenBank, NCBI		BOLD:AAJ1832	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			82179	Manouria	82180	Manouria emys					SCHLEGEL & MÜLLER 1844																				23.91	92.48							India													
GBGCR1912-18	KX559035	8769678	HBS108712	KX559035	Mined from GenBank, NCBI		BOLD:AAY1041	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	190968	Glyptemys	190969	Glyptemys insculpta					LE CONTE 1830																																									
GBGCR2747-19	HQ329679	9671884	AMCC:106625		Mined from GenBank, NCBI		BOLD:ADE9998	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	190996	Geoemyda	190998	Geoemyda spengleri					GMELIN 1789																																									
GBGCR2795-19	EF120490	9671932			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			166578	Chersina	166579	Chersina angulata					SCHWEIGGER 1812																																									
GBGCR2803-19	EF120502	9671940			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			166578	Chersina	166579	Chersina angulata					SCHWEIGGER 1812																																									
GBGCR2864-19	KF894787	9672001	AUTK61		Mined from GenBank, NCBI		BOLD:ACI0713	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	253663	Chitra	253665	Chitra indica					GRAY 1831																				24.18	92.17							India													
GBGCR2877-19	KF894782	9672014	AUTK44		Mined from GenBank, NCBI		BOLD:AAX2621	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191045	Pangshura	191047	Pangshura tecta																									26.39	92.47							India													
GBGCR3070-19	MF432821	9672207	NBFGR-NIG1		Mined from GenBank, NCBI		BOLD:AAX6376	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	499955	Nilssonia gangetica																																														
GBGCR3071-19	MF432822	9672208	NBFGR-NIG2		Mined from GenBank, NCBI		BOLD:AAX6376	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	499955	Nilssonia gangetica																																														
GBGCR3209-19	MK032880	9672346			Mined from GenBank, NCBI		BOLD:AAX4497	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191031	Melanochelys	191032	Melanochelys trijuga					SCHWEIGGER 1812																																									
GBGCR3214-19	MH795989	9672351			Mined from GenBank, NCBI		BOLD:AAX2623	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191045	Pangshura	364285	Pangshura tentoria																																														
GBMNA11704-19	DQ256377	9628702		DQ256377	Mined from GenBank, NCBI		BOLD:AAH9206	18	Chordata	76	Reptilia	384	Testudines	280768	Platysternidae			81756	Platysternon	81757	Platysternon megacephalum					GRAY 1831																																									
GBMNA11705-19	KT613185	9628703		KT613185	Mined from GenBank, NCBI		BOLD:AAX8820	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			751480	Aldabrachelys	751481	Aldabrachelys gigantea																																														
GBMNA11731-19	KY705232	9628729		KY705232	Mined from GenBank, NCBI		BOLD:AAW3597	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171555	Chelodina	253584	Chelodina parkeri					RHODIN & MITTERMEIER 1976																																									
GBMNA18854-19	DQ016387	9636362		DQ016387	Mined from GenBank, NCBI		BOLD:AAH9206	18	Chordata	76	Reptilia	384	Testudines	280768	Platysternidae			81756	Platysternon	81757	Platysternon megacephalum					GRAY 1831																																									
GBMNB58041-20	MH157786	11652384		MH157786	Mined from GenBank, NCBI		BOLD:AAX2621	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191045	Pangshura	191047	Pangshura tecta																																	India													
GBMNE35952-21	MZ707090	14268161	MZ707090		Mined from GenBank, NCBI		BOLD:AAH0045	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	253594	Mesoclemmys	1136713	Mesoclemmys sp. JCC-2021a																																														
GBMNE35959-21	MZ707083	14268168	MZ707083		Mined from GenBank, NCBI		BOLD:AEN0890	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	253594	Mesoclemmys	1136714	Mesoclemmys sp. JCC-2021b																																														
GBMTG2595-16	NC_017885	6960968		NC_017885	Mined from GenBank, NCBI		BOLD:AAB4449	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28783	Cuora bourreti																																														
GBMTG709-16	NC_007697	6959082		NC_007697	Mined from GenBank, NCBI		BOLD:ADC8876	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			79003	Testudo	79010	Testudo horsfieldii					GRAY 1844																																									
GBMTG956-16	NC_009260	6959329		NC_009260	Mined from GenBank, NCBI		BOLD:ADC7343	18	Chordata	76	Reptilia	384	Testudines	34463	Chelydridae			201868	Macrochelys	201869	Macrochelys temminckii					TROOST 1835																																									
HWSST045-20	JATIM_IBRC090701	12340578		JATIM_IBRC090701	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Jawa Timur	Trenggalek | Kili-kili											
HWSST048-20	JATIM_IBRC090704	12340581		JATIM_IBRC090704	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Jawa Timur	Trenggalek | Kili-kili											
HWSST068-20	KAPOPOSANG_KPP.04_PB	12340601		KAPOPOSANG_KPP.04_PB	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Sulawesi Selatan	Pulau Kapoposang											
HWSST083-20	KUPANG_14_LTEI9_F	12340616		KUPANG_14_LTEI9_F	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Nusa Tenggara Timur	Tuafanu											
MTD028-21	MTDT_3088	14179825		MTDT_3088	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:AEM7738	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	190961	Batagur	190962	Batagur baska					GRAY 1831		DNA/Tissue Vouchered Only	muscle										F							23.6737	90.4321	Coordinates from country centroid						Bangladesh													
MTD061-21	MTDT_5115	14179858		MTDT_5115	Senckenberg Natural History Collections Dresden, Museum of Zoology			18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	80310	Trachemys	1131703	Trachemys dorbigni	1131704	Trachemys dorbigni adiutrix					DNA/Tissue Vouchered Only	muscle										F							-11.5246	-54.3552	Coordinates from country centroid						Brazil													
MTD078-21	MTDT_6000	14179875		MTDT_6000	Senckenberg Natural History Collections Dresden, Museum of Zoology			18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	80310	Trachemys	708667	Trachemys grayi	1131708	Trachemys grayi grayi					No Specimen	swab										F							15.8209	-90.3122	Coordinates from country centroid						Guatemala													
MTD095-21	MTDT_6457	14179892		MTDT_6457	Senckenberg Natural History Collections Dresden, Museum of Zoology			18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			79003	Testudo	79004	Testudo kleinmanni					LORTET 1883		DNA/Tissue Vouchered Only	blood																	27.2029	17.9113	Coordinates from country centroid						Libya													
NMNHR942-17	USNM314705	8282950	USNM:Herp:314705	USNM314705	Smithsonian Institution, National Museum of Natural History		BOLD:AAY0376	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	757224	Rhinoclemmydinae	34399	Rhinoclemmys	669883	Rhinoclemmys punctularia							Vouchered:Registered Collection																		10.1917	-61.6375							Trinidad and Tobago	Saint Patrick			Cochrane, NE of, where Vance River crosses Souther									
QUANH043-18	USNM575053	9391575	USNM:Herp:575053	DRD4792	Smithsonian Institution, National Museum of Natural History		BOLD:ABX2924	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	5587	Chrysemys	30442	Chrysemys picta					SCHNEIDER 1783		Vouchered:Registered Collection	In DMSO/EDTA		D. Davis, R. Lovich, C. Petersen, C. Cook, K. Erwin, D. Mulcahy, J. Lee & A. Miller			Collected 09:30 hrs.	in hoop trap (baited with sardine).											38.5267	-77.3814							United States	Virginia	Prince William		Quantico Marine Corps Base,  ca. 1.1 km NW of junc									
SQUAP194-16	CH 7777	7303488	CH:7777	CH 7777	Circulo Herpetologico de Panama		BOLD:AAX0379	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	279417	Kinosternon leucostomum			Roberto Ibanez		DUMÉRIL, BIBRON & DUMÉRIL 1851					Roberto Ibanez, Andrew Crawford, Daniel Medina, Edgardo Griffith							Adult		S						9.011	-78.055			118				Panama		Comarca Guna de Wuargandi	Wuargandi	Nurra									
STURT023-21	IMS-NY698-2	14288510		IMS-NY698-2	Middle East Technical University, Institute of Marine Sciences		BOLD:AAB8364	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta			Fatima Nur Ogul	Morphological	LINNAEUS 1758			Muscle		KUMSAL DUZGUN							Hatchling		S	Sandy beach					36.829	31.179	GPS	5					Turkey	Antalya	North Eastern Mediterranean	Belek	Nigit									
STURT027-21	IMS-NY937-1	14288514		IMS-NY937-1	Middle East Technical University, Institute of Marine Sciences		BOLD:AAB8364	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta			Fatima Nur Ogul	Morphological	LINNAEUS 1758			Muscle		KUMSAL DUZGUN							Hatchling		S	Sandy beach					36.829	31.174	GPS	5					Turkey	Antalya	North Eastern Mediterranean	Belek	Nigit									
STURT055-21	IMS-NY351-2	14290102		IMS-NY351-2	Middle East Technical University, Institute of Marine Sciences			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta			Fatima Nur Ogul	Morphological	LINNAEUS 1758			Muscle		KUMSAL DUZGUN							Hatchling		S	Sandy beach					36.829	31.179	GPS	5					Turkey	Antalya	North Eastern Mediterranean	Belek	Nigit									
BENT021-08	BR_CM_55	967780		55	American Museum of Natural History		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas					LINNAEUS 1758												A	F	S				FAO-27										United Kingdom		Ascension Island											
BENT041-08	BR_DC_54	967800		54	University of Canberra		BOLD:AAB9663	18	Chordata	76	Reptilia	384	Testudines	52058	Dermochelyidae			52059	Dermochelys	52060	Dermochelys coriacea					VANDELLI 1761														S				FAO-81										Australia	New South Wales												
BENT060-08	BR_EI_Lo71	967819		Lo71	University of Canberra		BOLD:ACE8206	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158930	Eretmochelys	158931	Eretmochelys imbricata					(LINNAEUS) 1766														S				FAO-71										Australia	Queensland												
BENT072-08	BR_CC_J1582	967831		J1582	University of Canberra		BOLD:AAB8364	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta					LINNAEUS 1758														S				FAO-71										Australia	Queensland	Mon Repos											
BENT157-08	BR_Tr_LS_10BC	967916		Lissemys_scutata_10BC	American Museum of Natural History		BOLD:AAJ2090	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190974	Cyclanorbinae	191025	Lissemys	191027	Lissemys scutata			Bill Mccord		PETERS 1868														S																											
BENT163-08	BR_Tr_NF_13BC	967922		Nilssonia_formosa_13BC	American Museum of Natural History		BOLD:AAG3747	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	191036	Nilssonia formosa			Bill Mccord		GRAY 1869														S																											
BENT217-09	BR_Ch_CF_15	1218496		Chelus_fimbriata_15	American Museum of Natural History		BOLD:ACI0001	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	171553	Chelus	254061	Chelus fimbriata			Bill Mccord							Bill McCord																									Orinoco											
BENT218-09	BR_Ch_CF_16	1218497		Chelus_fimbriata_16	American Museum of Natural History		BOLD:AAJ0408	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	171553	Chelus	254061	Chelus fimbriata			Bill Mccord							Bill McCord																							Guyana													
BENT298-09	BR_Pe_PB_1	1218577	AMNH:AMCC:183062		American Museum of Natural History		BOLD:AAX1358	18	Chordata	76	Reptilia	384	Testudines	1110	Pelomedusidae			171538	Pelusios	253642	Pelusios broadleyi					BOUR 1986																																									
BENT325-09	BR_Te_PP_1	1218604	AMNH:AMCC:157845		American Museum of Natural History		BOLD:AAX9872	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			191060	Pyxis	253662	Pyxis planicauda					GRANDIDIER 1867																												Madagascar													
CMMX021-20	10_CBGIPN_FC_1001	12515832		TM1001	Instituto Politecnico Nacional, Centro de Biotecnologia Genomica		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas			Miguel Angel Reyes Lopez	Taxonomy	LINNAEUS 1758			Blood		Alan A. Zavala-Norzagaray; Catherine E. Hart			Day			Cevical blood sample	Juvenil		S	Marino/terrestre.					21.3139	-106.268	Gloogle Maps						Mexico	Nayarit	Isla Cleofas, Tres Marias	Nayarit	Isla Cleofas									
EANAH1036-13	USNM 323056	3134326	323056		Smithsonian Institution, National Museum of Natural History			18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191056	Pseudemys	517239	Pseudemys texana					BAUR 1893																duplicate: USNM 323056_NGS												United States	Texas	Kerr		Mo Ranch, 1 mi E of, North Fork Guadalupe River	2370463|2370462	http://www.boldsystems.org/pics/EANAH/IMG_7380+1361292001.JPG|http://www.boldsystems.org/pics/EANAH/IMG_7379+1361291996.JPG	Ventral|Dorsal	USNM 323056; Ventral view|USNM 323056; Dorsal view	|	2013|2013	CreativeCommons - Attribution|CreativeCommons - Attribution	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	E. Anne Chambers|E. Anne Chambers
EANAH1044-13	USNM 310134	3134334	310134	USNM-FS 0515	Smithsonian Institution, National Museum of Natural History			18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191056	Pseudemys	517243	Pseudemys peninsularis					CARR 1938																duplicate: USNM 310134_NGS				28.45	-81.333							United States	Florida	Orange		Belle Isle, Little Lake Conway	2370484|2370483	http://www.boldsystems.org/pics/EANAH/IMG_7404+1361294056.JPG|http://www.boldsystems.org/pics/EANAH/IMG_7403+1361294048.JPG	Ventral|Dorsal	USNM 310134; Ventral view|USNM 310134; Dorsal view	|	2013|2013	CreativeCommons - Attribution|CreativeCommons - Attribution	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	E. Anne Chambers|E. Anne Chambers
GBGC0863-06	AY357743	482322	FMNH 255695		Mined from GenBank, NCBI		BOLD:AAB4448	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28785	Cuora galbinifrons					BOURRET 1939																																									
GBGC0881-06	AY357761	482340	FMNH 261576		Mined from GenBank, NCBI		BOLD:AAB4447	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28785	Cuora galbinifrons					BOURRET 1939																																									
GBGC0957-06	AY590459	486667	MTD T 232		Mined from GenBank, NCBI		BOLD:AAD5760	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28766	Cuora flavomarginata					GRAY 1863																																									
